respid,response_type,response_text,sex,age_cohorts,political_id3,close_nkmigrants
747,hire,한국에 좀 더 체류해서,Male,40-49,Centrist,Somewhat distant
747,neighbor,보다도 안정적인,Male,40-49,Centrist,Somewhat distant
747,vote,좀 더 쉽게 적응 할 수 있을것 같아서,Male,40-49,Centrist,Somewhat distant
748,hire,좀더 안정적인,Male,18-29,Centrist,Somewhat distant
748,neighbor,연륜이 있어서,Male,18-29,Centrist,Somewhat distant
748,vote,안정적인 면에서,Male,18-29,Centrist,Somewhat distant
750,hire,연륜이 있어서,Male,30-39,Centrist,Neither close nor distant
750,neighbor,한국친구가많을거같아서,Male,30-39,Centrist,Neither close nor distant
750,vote,인생을 더 깊이 알거 같아서,Male,30-39,Centrist,Neither close nor distant
753,hire,거주기간이길다,Male,60+,Centrist,Very distant
753,neighbor,더 나은 것 같다.,Male,60+,Centrist,Very distant
753,vote,한국체류기간이오래되서,Male,60+,Centrist,Very distant
754,hire,더 나은 것 같다.,Male,18-29,Centrist,Neither close nor distant
754,neighbor,연령,Male,18-29,Centrist,Neither close nor distant
754,vote,더 나은 것 같다.,Male,18-29,Centrist,Neither close nor distant
756,hire,탈북민과 결혼,Male,18-29,Centrist,Somewhat distant
756,neighbor,연령이 어리기 때문에 전체적인 트렌드 흐름을 파악하기 좋으며 한국인과 탈북민 모두와 교류하기 때문에 다양한 선호를 파악하기 편함,Male,18-29,Centrist,Somewhat distant
756,vote,현재직업,Male,18-29,Centrist,Somewhat distant
760,hire,"한국 내 체류기간이 4년 더 길기 때문에 한국 내의 정치적, 사회적 문제를 보다 더 알고 있을 확률이 높기 때문.",Male,18-29,Centrist,Neither close nor distant
760,neighbor,한국 체류기간이 더 길어서 적응을 잘 할 것 같다,Male,18-29,Centrist,Neither close nor distant
760,vote,이웃 중 친한 할머니가 계셨으면 좋겠고 더군다나 컴퓨터 프로그래밍을 할 줄 아시는 분이라면 따라다니면서 알려달라고 할 것 같아서... 멋있잖아요.,Male,18-29,Centrist,Neither close nor distant
762,hire,정치 경험이 있고 한국 체류기간이 더 길기때문에 그동안 한국에서 겪었던 경험을 잘 살릴 수 있을것 같다,Female,30-39,Centrist,Neither close nor distant
762,neighbor,젊음,Female,30-39,Centrist,Neither close nor distant
762,vote,한국 체류기간이 길어서,Female,30-39,Centrist,Neither close nor distant
763,hire,한국체류기간이 길어서,Female,60+,Centrist,Neither close nor distant
763,neighbor,노동당원 안 받음,Female,60+,Centrist,Neither close nor distant
763,vote,중국체류기간이 짧아서,Female,60+,Centrist,Neither close nor distant
764,hire,직업이 있어서,Female,30-39,Centrist,Neither close nor distant
764,neighbor,어려서,Female,30-39,Centrist,Neither close nor distant
764,vote,노동당 싫음,Female,30-39,Centrist,Neither close nor distant
765,hire,상대쪽 나이가 너무어림,Female,60+,Centrist,Somewhat distant
765,neighbor,현재 직업을 가지고 있어서,Female,60+,Centrist,Somewhat distant
765,vote,그냥,Female,60+,Centrist,Somewhat distant
767,hire,조선노동당원이 아니라서,Male,18-29,Centrist,Somewhat distant
767,neighbor,직업,Male,18-29,Centrist,Somewhat distant
767,vote,중국 체류 기간의 길어서,Male,18-29,Centrist,Somewhat distant
768,hire,직업,Male,30-39,Centrist,Neither close nor distant
768,neighbor,그냥,Male,30-39,Centrist,Neither close nor distant
768,vote,직업군,Male,30-39,Centrist,Neither close nor distant
769,hire,딱히 없다,Female,60+,Centrist,Somewhat close
769,neighbor,며치녀 세,Female,60+,Centrist,Somewhat close
769,vote,딱히 없다,Female,60+,Centrist,Somewhat close
770,hire,며저 머차,Male,30-39,Centrist,Somewhat close
770,neighbor,지금 일하는중,Male,30-39,Centrist,Somewhat close
770,vote,휴쵸야펴,Male,30-39,Centrist,Somewhat close
772,hire,연령,Female,40-49,Centrist,Very close
772,neighbor,으느드,Female,40-49,Centrist,Very close
772,vote,한국내체류기간,Female,40-49,Centrist,Very close
773,hire,으느드,Female,30-39,Conservative,Very close
773,neighbor,한국체류기간도 길고 나이가 어림,Female,30-39,Conservative,Very close
773,vote,느스브,Female,30-39,Conservative,Very close
774,hire,탈북민이 지방선거에 나오는 자체가 별로 나음에 들지 않지만 어쩔 수없이 고름,Male,60+,Centrist,Neither close nor distant
774,neighbor,조선노동당원은 안됨,Male,60+,Centrist,Neither close nor distant
774,vote,어린 나이에 탈북하고 한국인 친구도 있어서,Male,60+,Centrist,Neither close nor distant
775,hire,중국 체류 기간이 짧아서,Female,60+,Progressive,Neither close nor distant
775,neighbor,전문지식이 있음,Female,60+,Progressive,Neither close nor distant
775,vote,중국 체류 기간,Female,60+,Progressive,Neither close nor distant
776,hire,전문직이라서,Female,30-39,Progressive,Neither close nor distant
776,neighbor,아직 이슬람의 오염이 덜할것 같음,Female,30-39,Progressive,Neither close nor distant
776,vote,전문직종,Female,30-39,Progressive,Neither close nor distant
777,hire,범죄 혐의의 용의가 적어보임. 이슬람 하면 범죄가 어쩔 수 없이 연상됨. 코란 자체도 그렇고,Female,60+,Centrist,Somewhat distant
777,neighbor,zagfaa,Female,60+,Centrist,Somewhat distant
777,vote,아직 어려서 이슬람의 오염이 덜 할것 같음,Female,60+,Centrist,Somewhat distant
778,hire,afasf,Female,18-29,Progressive,Neither close nor distant
778,neighbor,책임감이 있을거 같음,Female,18-29,Progressive,Neither close nor distant
778,vote,aaff,Female,18-29,Progressive,Neither close nor distant
781,hire,A의 나이가 너무 어림,Female,60+,Centrist,Somewhat close
781,neighbor,나이,Female,60+,Centrist,Somewhat close
781,vote,의사,Female,60+,Centrist,Somewhat close
783,hire,나이,Male,18-29,Conservative,Neither close nor distant
783,neighbor,성장 할 수 있는 나이,Male,18-29,Conservative,Neither close nor distant
783,vote,나이,Male,18-29,Conservative,Neither close nor distant
787,hire,기독교지만 이혼한 경력으로 미뤄 종교관에 치우치치 않음,Male,30-39,Centrist,Neither close nor distant
787,neighbor,인간관계가 더 넓어서,Male,30-39,Centrist,Neither close nor distant
787,vote,프로그래머정도의 교육지식,Male,30-39,Centrist,Neither close nor distant
788,hire,한국 내 체류기간이 길어서,Female,18-29,Progressive,Neither close nor distant
788,neighbor,더 어리기 때문이다.,Female,18-29,Progressive,Neither close nor distant
788,vote,여성이고 나이대가 비슷해서,Female,18-29,Progressive,Neither close nor distant
790,hire,한국에서 어렸을때부터 있었기 때문에,Female,18-29,Conservative,Neither close nor distant
790,neighbor,노동당원이 아니라서,Female,18-29,Conservative,Neither close nor distant
790,vote,둘다 별로인데 굳이하나를 꼽자면 젊은 사람이 나을듯..,Female,18-29,Conservative,Neither close nor distant
791,hire,나이가 어려서,Male,60+,Centrist,Neither close nor distant
791,neighbor,한국체류경험 7년,Male,60+,Centrist,Neither close nor distant
791,vote,노동당원이 아니라서,Male,60+,Centrist,Neither close nor distant
793,hire,어릴때부터 한국 생활,Female,18-29,Centrist,Somewhat distant
793,neighbor,노동당 당원이 아니라서,Female,18-29,Centrist,Somewhat distant
793,vote,조선노동당원 아님,Female,18-29,Centrist,Somewhat distant
796,hire,노동당 당원이 아니라서,Male,60+,Conservative,Neither close nor distant
796,neighbor,평범해서,Male,60+,Conservative,Neither close nor distant
796,vote,중국체류기간이 길어서,Male,60+,Conservative,Neither close nor distant
797,hire,그냥 느낌대로,Female,18-29,Centrist,Neither close nor distant
797,neighbor,체류기간이 많고 지인이 있으니 조금은 더 안전하게보임,Female,18-29,Centrist,Neither close nor distant
797,vote,믿음이있어서,Female,18-29,Centrist,Neither close nor distant
799,hire,젊고 국내사정을 잘 알고있을것 같아서,Male,30-39,Centrist,Neither close nor distant
799,neighbor,무직이고 나이가 많고 결혼했기 때문에,Male,30-39,Centrist,Neither close nor distant
799,vote,젊은 나이로 앞의 진로가 기대됨,Male,30-39,Centrist,Neither close nor distant
801,hire,한국 내 체류했던 시간이 있어야 한국 문화를 알고 일을 할 수 있기 더 좋기 때문에,Male,60+,Centrist,Neither close nor distant
801,neighbor,젊다,Male,60+,Centrist,Neither close nor distant
801,vote,"같은 성별, 호감 있는 직업, 젊은 나이",Male,60+,Centrist,Neither close nor distant
802,hire,안정적일 것 같다,Male,30-39,Conservative,Somewhat close
802,neighbor,한국체류 기간이 길어서,Male,30-39,Conservative,Somewhat close
802,vote,안정적 일 것 같다,Male,30-39,Conservative,Somewhat close
807,hire,나이가 적당해서,Female,18-29,Centrist,Somewhat distant
807,neighbor,이유 없음,Female,18-29,Centrist,Somewhat distant
807,vote,같은 성별이라서,Female,18-29,Centrist,Somewhat distant
809,hire,호감이 듬,Female,18-29,Centrist,Neither close nor distant
809,neighbor,의사라는 직업이 있었고 한국인지인만 있으면 한국인과 마찬가지다,Female,18-29,Centrist,Neither close nor distant
809,vote,뮌가 인상깊음,Female,18-29,Centrist,Neither close nor distant
810,hire,한국체류기간이 오래되었고 노동당원도아니며 직업도 확실하다,Male,40-49,Centrist,Neither close nor distant
810,neighbor,가정이 있고 직업이 안정적 이라서,Male,40-49,Centrist,Neither close nor distant
810,vote,어릴때 들어와 한국에서 오래 살았다,Male,40-49,Centrist,Neither close nor distant
811,hire,직업이 안정적이라서,Female,30-39,Conservative,Neither close nor distant
811,neighbor,한국체류기간,Female,30-39,Conservative,Neither close nor distant
811,vote,젊음이 있어서,Female,30-39,Conservative,Neither close nor distant
812,hire,한국체류기간,Female,18-29,Centrist,Somewhat distant
812,neighbor,A가 직업이 없기 때문에 기회를 가져야 한다고 생각한다,Female,18-29,Centrist,Somewhat distant
812,vote,한국체류기간,Female,18-29,Centrist,Somewhat distant
813,hire,소수자이기 때문에 투표를 통해 지지해주고 싶다,Male,18-29,Progressive,Neither close nor distant
813,neighbor,프로그래머 기술이 있으니까요,Male,18-29,Progressive,Neither close nor distant
813,vote,여성이기 때문에,Male,18-29,Progressive,Neither close nor distant
814,hire,둘다 별로라서요,Female,18-29,Centrist,Neither close nor distant
814,neighbor,컴퓨터 프로그래머 능력,Female,18-29,Centrist,Neither close nor distant
814,vote,둘다 싫어서요,Female,18-29,Centrist,Neither close nor distant
815,hire,노동당원이 아니므로,Female,18-29,Conservative,Neither close nor distant
815,neighbor,온지얼마 안돼도 구직함,Female,18-29,Conservative,Neither close nor distant
815,vote,의사,Female,18-29,Conservative,Neither close nor distant
816,hire,직업,Male,60+,Centrist,Neither close nor distant
816,neighbor,무직,Male,60+,Centrist,Neither close nor distant
816,vote,직업이있고 비교군 남성에비해  건실,Male,60+,Centrist,Neither close nor distant
817,hire,"연령, 직업",Male,18-29,Centrist,Neither close nor distant
817,neighbor,사무직 일을 할 수 있어서,Male,18-29,Centrist,Neither close nor distant
817,vote,한국 내 체류기간,Male,18-29,Centrist,Neither close nor distant
818,hire,한국 내 체류 기간이 3년이라서 한국에 대해 어느 정도 알 것 같아서,Female,40-49,Progressive,Somewhat distant
818,neighbor,의사를 필요로한 사업을 할것 같지 않고 고용 비용도 많이 든다.,Female,40-49,Progressive,Somewhat distant
818,vote,갑지기 건강에 이상이 생겼을 때 도움을 받을 수 있어서,Female,40-49,Progressive,Somewhat distant
819,hire,지역대표를 뽑는 선거인데 상대방 국내 체류 기간이 너무 짧다.,Female,18-29,Centrist,Neither close nor distant
819,neighbor,체류기간,Female,18-29,Centrist,Neither close nor distant
819,vote,의사라 응급상황시 도움이 될 수 있어서,Female,18-29,Centrist,Neither close nor distant
820,hire,둘다 싫다,Female,18-29,Centrist,Very distant
820,neighbor,탈북민동료,Female,18-29,Centrist,Very distant
820,vote,체류기간,Female,18-29,Centrist,Very distant
821,hire,한국내 체류기간,Female,40-49,Centrist,Neither close nor distant
821,neighbor,한국 내 체류기간이 길어 적응에 문제없음,Female,40-49,Centrist,Neither close nor distant
821,vote,혼인관계,Female,40-49,Centrist,Neither close nor distant
822,hire,지식에 해박함,Male,18-29,Centrist,Somewhat distant
822,neighbor,경험,Male,18-29,Centrist,Somewhat distant
822,vote,한국인들과도 두루 친하게 잘 지냄,Male,18-29,Centrist,Somewhat distant
824,hire,경륜,Male,30-39,Conservative,Neither close nor distant
824,neighbor,직업이 불확실해서,Male,30-39,Conservative,Neither close nor distant
824,vote,경험,Male,30-39,Conservative,Neither close nor distant
826,hire,컴퓨터 프로그래머라는 직업이 마음에 들어서,Female,18-29,Centrist,Neither close nor distant
826,neighbor,직업이 좋아요,Female,18-29,Centrist,Neither close nor distant
826,vote,최근에 도착했기때문에 새로운 기회를 주고 싶어서,Female,18-29,Centrist,Neither close nor distant
827,hire,인맥이 좋구요 나이가 젊어요,Female,60+,Centrist,Neither close nor distant
827,neighbor,한국내 체류기간이 김,Female,60+,Centrist,Neither close nor distant
827,vote,직업이 있어서요,Female,60+,Centrist,Neither close nor distant
828,hire,한국내 체류기간이 김,Male,40-49,Progressive,Somewhat distant
828,neighbor,둘다선호하지않음,Male,40-49,Progressive,Somewhat distant
828,vote,한국내 체류기간이 김,Male,40-49,Progressive,Somewhat distant
829,hire,둘다선호하지않음,Male,18-29,Conservative,Very distant
829,neighbor,적응이 빠를 것 같다,Male,18-29,Conservative,Very distant
829,vote,둘다 비선호,Male,18-29,Conservative,Very distant
831,hire,한국 발전에 더 도움이 됨,Female,30-39,Progressive,Very distant
831,neighbor,노동당원이 아님,Female,30-39,Progressive,Very distant
831,vote,이웃과 교류가 안정적일 것 같다,Female,30-39,Progressive,Very distant
832,hire,체류기간이 길다.,Female,60+,Centrist,Somewhat distant
832,neighbor,성실할것 같아서,Female,60+,Centrist,Somewhat distant
832,vote,나이대가 있다.,Female,60+,Centrist,Somewhat distant
834,hire,장기적으로 있어서,Female,18-29,Centrist,Somewhat distant
834,neighbor,.,Female,18-29,Centrist,Somewhat distant
834,vote,익숙할것 같아서,Female,18-29,Centrist,Somewhat distant
835,hire,.,Female,40-49,Centrist,Very distant
835,neighbor,대화를 편하게 할 수 있어서,Female,40-49,Centrist,Very distant
835,vote,.,Female,40-49,Centrist,Very distant
836,hire,대화가 될 것 같아서,Female,60+,Centrist,Neither close nor distant
836,neighbor,그냥,Female,60+,Centrist,Neither close nor distant
836,vote,편할 걸 같아서,Female,60+,Centrist,Neither close nor distant
838,hire,공동적인 종교로서 동질감을 느껴서,Male,60+,Progressive,Very distant
838,neighbor,프로필 b가 더 젊어서,Male,60+,Progressive,Very distant
838,vote,그냥,Male,60+,Progressive,Very distant
839,hire,안정적으로 보여서,Male,40-49,Progressive,Somewhat close
839,neighbor,"최근에 입국했으나, 전문기술인력",Male,40-49,Progressive,Somewhat close
839,vote,젊은 세대가 친해지기 편해서,Male,40-49,Progressive,Somewhat close
840,hire,안정적으로 한국에 정착,Male,18-29,Conservative,Neither close nor distant
840,neighbor,한국 내 체류기간이 길어 우리나라에 적응이 좀 더 많이 되었다 생각되어서,Male,18-29,Conservative,Neither close nor distant
840,vote,전문인력,Male,18-29,Conservative,Neither close nor distant
841,hire,둘 다 체류 기간 상 충분히 우리나라에 적응이 되었다 여겨지는 가운데 A쪽의 나이와 성별이 좀 더 어울린다고 생각한다,Female,60+,Progressive,Neither close nor distant
841,neighbor,중국체류기간이 짧다,Female,60+,Progressive,Neither close nor distant
841,vote,한국과 중국 내 체류기간이 더 길고 나이와 성별 상 더 선호하는 쪽이어서,Female,60+,Progressive,Neither close nor distant
842,hire,중국체류기간이 짧다,Male,60+,Conservative,Very distant
842,neighbor,컴퓨터 프로게이머의 직업이 있어서 유리 할 것 같아서,Male,60+,Conservative,Very distant
842,vote,중국체류기간이 짧음,Male,60+,Conservative,Very distant
843,hire,한국 체류기간과 인간관계 현재 직업들이 마음에 들어서,Male,60+,Progressive,Neither close nor distant
843,neighbor,한국인과 탈북민 등 인간관계가 두루두루 원만해 회사조직생활에 잘 적응할수 있을것 같다,Male,60+,Progressive,Neither close nor distant
843,vote,컴퓨터 프로그래머의 직업이 있어서 유리하기 때문에,Male,60+,Progressive,Neither close nor distant
844,hire,한국내 체류기간이 더 길어서 한국 내부의 상황을 더 잘알고 있을거라 생각하기 때문에 지방 행정을 더 잘 수행할것 같다,Male,30-39,Centrist,Neither close nor distant
844,neighbor,현재 직업이 없어서,Male,30-39,Centrist,Neither close nor distant
844,vote,동성이고 한국에 체류기간이 더 길어 한국생활에 더 익숙하고 한국 사람에 대한 관계를 더 원만하게 이끌어갈거 같아서,Male,30-39,Centrist,Neither close nor distant
845,hire,의사 출신,Male,18-29,Progressive,Somewhat close
845,neighbor,한국체류기간이 길고 직업이 있음,Male,18-29,Progressive,Somewhat close
845,vote,한국 내 체류기간이 길다,Male,18-29,Progressive,Somewhat close
846,hire,직업이 있다,Male,18-29,Centrist,Neither close nor distant
846,neighbor,한국인 동료라도 있으니 그나마 나을 것 같다,Male,18-29,Centrist,Neither close nor distant
846,vote,한국체류기간이 김,Male,18-29,Centrist,Neither close nor distant
847,hire,한국인 동료만 있다는 점에서 한국에 대한 이해도가 높을 것으로 판단,Female,40-49,Centrist,Somewhat close
847,neighbor,선호도가 높아서,Female,40-49,Centrist,Somewhat close
847,vote,직업도 있고 아이도 있으니 안전할 것 같다,Female,40-49,Centrist,Somewhat close
848,hire,sp,Male,60+,Progressive,Somewhat close
848,neighbor,"직업이 확실하고 체류기간도 길며 중국체류 기간도 짧고,인간관계가 넓은듯하다",Male,60+,Progressive,Somewhat close
848,vote,선호도가 높아서,Male,60+,Progressive,Somewhat close
850,hire,"직업이 있고, 한국인동료의 인맥이 한국사회에 적응하려는 노력이 보여서 적응을 어느정도한듯싶다",Female,60+,Conservative,Neither close nor distant
850,neighbor,체류기간 김,Female,60+,Conservative,Neither close nor distant
850,vote,a보다 나이가 엄청 많지도 않고 조선노동당 출신이면 일반북한주민보다 남한에 대해 더 잘 알고 적응을 잘할 듯하다,Female,60+,Conservative,Neither close nor distant
852,hire,체류기간 김,Female,40-49,Progressive,Neither close nor distant
852,neighbor,나태해짐,Female,40-49,Progressive,Neither close nor distant
852,vote,결혼한 가장,Female,40-49,Progressive,Neither close nor distant
853,hire,한국 문화에 어느정도 적을,Female,60+,Centrist,Neither close nor distant
853,neighbor,매우 진지합니다,Female,60+,Centrist,Neither close nor distant
853,vote,사회성,Female,60+,Centrist,Neither close nor distant
854,hire,더 적극적예요,Male,60+,Conservative,Somewhat close
854,neighbor,의사,Male,60+,Conservative,Somewhat close
854,vote,"역시, 의료진이 낫습니다",Male,60+,Conservative,Somewhat close
855,hire,둘중 한국첼기간이길고 의사라는직업,Female,18-29,Conservative,Neither close nor distant
855,neighbor,조선노동당원 여부,Female,18-29,Conservative,Neither close nor distant
855,vote,의사라는직업,Female,18-29,Conservative,Neither close nor distant
856,hire,조선노동당원 아니어서,Male,30-39,Centrist,Neither close nor distant
856,neighbor,그냥,Male,30-39,Centrist,Neither close nor distant
856,vote,한국체류기간 및 동료,Male,30-39,Centrist,Neither close nor distant
857,hire,경력이 있어서,Male,30-39,Conservative,Somewhat distant
857,neighbor,딱히 선택할사람 없어서,Male,30-39,Conservative,Somewhat distant
857,vote,그냥,Male,30-39,Conservative,Somewhat distant
859,hire,사실 딱히 할사람이 없다 둘다 마음에 안듦,Male,18-29,Centrist,Very distant
859,neighbor,나이,Male,18-29,Centrist,Very distant
859,vote,둘다 마음에 안들어서 선택할사람 없음,Male,18-29,Centrist,Very distant
862,hire,직업,Female,60+,Progressive,Somewhat close
862,neighbor,의사라는 경력을 볼때 기본적인 업무 능력은 어느정도 검증된것으로 생각함,Female,60+,Progressive,Somewhat close
862,vote,직업,Female,60+,Progressive,Somewhat close
863,hire,컴퓨터프로그래머라는 전문기술이 있고 젋어서,Female,18-29,Conservative,Neither close nor distant
863,neighbor,북한 이탈후 중국 체류기간이 길어 약간은 자본주의를 경험했다고 보아 채용하면 빨리 적응할 것으로 보입니다.,Female,18-29,Conservative,Neither close nor distant
863,vote,고령의 나이와 의사라는 직업을 볼때 예의가 있을것으로 기대되서,Female,18-29,Conservative,Neither close nor distant
865,hire,"한국에 거주한 기간이 기록, 나이가 비교적 있어보여 투표할 자격이 충분하다고 봅니다.",Male,30-39,Conservative,Neither close nor distant
865,neighbor,직업이 맘에 들어서,Male,30-39,Conservative,Neither close nor distant
865,vote,한국 내 체류기간이 어느정도 있어 이웃으로 지내기에 약간은 편할 것 같다.,Male,30-39,Conservative,Neither close nor distant
867,hire,직업이 믿을만 해서,Male,18-29,Centrist,Very distant
867,neighbor,젊은 만큼 일을 잘 할 것 같아서,Male,18-29,Centrist,Very distant
867,vote,체류기간이 길어서,Male,18-29,Centrist,Very distant
868,hire,한국내 체류기간이 긴 만큼 적응기간이 길어서,Female,18-29,Conservative,Neither close nor distant
868,neighbor,27살의무직인 남성에게취직의기회를주고싶음,Female,18-29,Conservative,Neither close nor distant
868,vote,중국체류기간이 길어서 북한밖의 삶에 적응된 것 같아서,Female,18-29,Conservative,Neither close nor distant
869,hire,성별과 나이  b는 나이가너무많음,Female,40-49,Centrist,Very distant
869,neighbor,한국에서 보낸시간이 길어서,Female,40-49,Centrist,Very distant
869,vote,탈북민동료만있는게 수상함,Female,40-49,Centrist,Very distant
870,hire,한국체류기간이 길어서,Male,18-29,Centrist,Neither close nor distant
870,neighbor,체류기간,Male,18-29,Centrist,Neither close nor distant
870,vote,컴퓨터관련직업,Male,18-29,Centrist,Neither close nor distant
872,hire,직업,Female,40-49,Centrist,Somewhat close
872,neighbor,공산당원 NO,Female,40-49,Centrist,Somewhat close
872,vote,직업,Female,40-49,Centrist,Somewhat close
873,hire,사무직 직원이 알바보단 낫다,Female,30-39,Conservative,Somewhat distant
873,neighbor,"결혼을 했고, 전 노동당원이었으니, 북한과 대한민국의 확연한 차이점을 잘 알고, 또한 나이와 직업이  한국 사회에 적응하기가 쉬울것 같아서.",Female,30-39,Conservative,Somewhat distant
873,vote,나이든 알바보단 젊은 의사가 낫다,Female,30-39,Conservative,Somewhat distant
875,hire,"65세이며, 자녀가 있어 부양의 책임감이 있기에 잘못된 판단과 행동을 하지 않을것으로 판단되며, 또한 페쇄된 북한에서 생활후, 조금은 자유스럽지만, 완전한 민주주의가 아닌 중국에서 생활을 어느 정도 하였기에 완전한 민주주의인 대한민국에서의 생활이 얼마나 소중한지 잘 알것 같아서.",Female,40-49,Conservative,Somewhat close
875,neighbor,사무실 직원 이라서,Female,40-49,Conservative,Somewhat close
875,vote,"한국에서의 체류기간이 짧아서 아직은 많이 미숙하기에 남에게 실수를 하지 않고 에의 바를것 같고, 성실할것 같아서.",Female,40-49,Conservative,Somewhat close
876,hire,일을 하고 있어서,Male,40-49,Centrist,Somewhat distant
876,neighbor,전 노동당이라는 B가 불안함,Male,40-49,Centrist,Somewhat distant
876,vote,선호 하는 직업이 의사라서,Male,40-49,Centrist,Somewhat distant
877,hire,"북한을 빠져나온지 오래 되었고, 직업이 안정적임",Female,40-49,Progressive,Neither close nor distant
877,neighbor,노동당원이 아님,Female,40-49,Progressive,Neither close nor distant
877,vote,실제 북한에 거주한 기간이 거의 없음,Female,40-49,Progressive,Neither close nor distant
878,hire,노동당원이 아님,Female,40-49,Centrist,Neither close nor distant
878,neighbor,"나이가 적다는게 가장 큰 이유이다. 그리고 한국인 동료가 있다. 즉, 한국에 더 잘 적응했다.",Female,40-49,Centrist,Neither close nor distant
878,vote,노동당원이 아님,Female,40-49,Centrist,Neither close nor distant
879,hire,한국내 채류기간이 길다.,Female,18-29,Centrist,Neither close nor distant
879,neighbor,동료,Female,18-29,Centrist,Neither close nor distant
879,vote,더 젊고 한국내 체류 기간이 길고 친한 지인들이 있다.,Female,18-29,Centrist,Neither close nor distant
881,hire,체류기간,Male,30-39,Centrist,Somewhat distant
881,neighbor,거주기간,Male,30-39,Centrist,Somewhat distant
881,vote,동료,Male,30-39,Centrist,Somewhat distant
882,hire,한국사회에 적응 정도,Female,18-29,Centrist,Neither close nor distant
882,neighbor,나이가 적어서,Female,18-29,Centrist,Neither close nor distant
882,vote,거주기간,Female,18-29,Centrist,Neither close nor distant
884,hire,나이가 적어서,Male,30-39,Progressive,Neither close nor distant
884,neighbor,사실 둘다 이슬람교라서 채용안하고 싶지만... 그나마 b가 낫다고 판단,Male,30-39,Progressive,Neither close nor distant
884,vote,직업이 좋아서,Male,30-39,Progressive,Neither close nor distant
886,hire,한국 체류기간이 길기때문에 한국 생활 적응에 어려움이 없을것으로 예상되며 편의점 직원을 직업으로 삼고 있으니까 원만한 한국생활의 진상들은 봤을것으로 생각되어서 한국사회에 적응에 익숙할거라고 판단,Female,30-39,Centrist,Somewhat distant
886,neighbor,젋어서 환경에 잘 적응할거 같아서,Female,30-39,Centrist,Somewhat distant
886,vote,그나마 한국 체류기간이 길어서 한국생활이해도가 높을것으로 판단,Female,30-39,Centrist,Somewhat distant
890,hire,한국에서 취업하면서 적응하면서 살아갈려는 노력이 보여서,Female,18-29,Conservative,Somewhat distant
890,neighbor,한국내 체류기간,Female,18-29,Conservative,Somewhat distant
890,vote,나라에 적응하고 어떤일이는 상황에 맞춰가면서 살아갈려는 모습이 보여서,Female,18-29,Conservative,Somewhat distant
892,hire,체류기간이 더길다,Female,60+,Centrist,Neither close nor distant
892,neighbor,한국내 채류기간,Female,60+,Centrist,Neither close nor distant
892,vote,의사와 나이,Female,60+,Centrist,Neither close nor distant
893,hire,실질 적응력,Male,40-49,Progressive,Somewhat distant
893,neighbor,b의 프로필이 말이 안되서,Male,40-49,Progressive,Somewhat distant
893,vote,딱히 없음,Male,40-49,Progressive,Somewhat distant
895,hire,사무직으로 근무해서 일을 잘 할거 같음,Male,60+,Centrist,Neither close nor distant
895,neighbor,친구를 키워주기 위해서,Male,60+,Centrist,Neither close nor distant
895,vote,b의 프로필이 말이 안됨,Male,60+,Centrist,Neither close nor distant
897,hire,이혼이 안타까워서,Male,18-29,Centrist,Neither close nor distant
897,neighbor,전반적으로 만족합니다,Male,18-29,Centrist,Neither close nor distant
897,vote,친구를 몇 명 더 친하게 해주기 위해서,Male,18-29,Centrist,Neither close nor distant
901,hire,고학력자 ㆍ안정적 직업,Male,60+,Centrist,Neither close nor distant
901,neighbor,능력이 더있기때문에,Male,60+,Centrist,Neither close nor distant
901,vote,전반적으로 만족합니다,Male,60+,Centrist,Neither close nor distant
902,hire,결혼도하고 한국인동료가 있기때문에,Male,60+,Centrist,Somewhat distant
902,neighbor,한국내 체류기간,Male,60+,Centrist,Somewhat distant
902,vote,능력이 더있기때문에,Male,60+,Centrist,Somewhat distant
903,hire,직업이 있어서,Male,18-29,Centrist,Neither close nor distant
903,neighbor,혼인 관계가 깨끗하다.,Male,18-29,Centrist,Neither close nor distant
903,vote,직업이 있어서,Male,18-29,Centrist,Neither close nor distant
906,hire,혼인관계가 깨끗하다.,Male,18-29,Conservative,Somewhat distant
906,neighbor,나이가 적당해요,Male,18-29,Conservative,Somewhat distant
906,vote,자녀가 있고 한국내 체류기간이 길다.,Male,18-29,Conservative,Somewhat distant
910,hire,연령이 적당해서요,Female,18-29,Centrist,Neither close nor distant
910,neighbor,청년,Female,18-29,Centrist,Neither close nor distant
910,vote,중국에 거주한 기간이 좀더 짧아서요,Female,18-29,Centrist,Neither close nor distant
911,hire,청년에 인적 투자,Male,18-29,Centrist,Neither close nor distant
911,neighbor,편의점 직원,Male,18-29,Centrist,Neither close nor distant
911,vote,국내사회 기여가능,Male,18-29,Centrist,Neither close nor distant
913,hire,컴퓨터 프로그래머,Female,40-49,Progressive,Somewhat close
913,neighbor,나이는 어려도 국내 체류기간이 3년인지라 적응할정도는 되서 어느정도 업무를 볼수 있겠다 하는 생각이 든다,Female,40-49,Progressive,Somewhat close
913,vote,인간관계,Female,40-49,Progressive,Somewhat close
914,hire,중국 체류기간이 짧아야 좀더 불안감이 없다. 그리고 직업도 분명한점이 좋다,Female,18-29,Centrist,Somewhat distant
914,neighbor,북한 연고자,Female,18-29,Centrist,Somewhat distant
914,vote,한국내 체류기간이 있어서 불안요소가 적어보인다,Female,18-29,Centrist,Somewhat distant
